Arrival Rate (pps),Simulation Duration (s),Flow Direction,Packets Sent,Packets Received,Average Delay (s)
62600,1,AP->STA1,62602,968,0.491028
62700,1,AP->STA1,62700,968,0.491049
62800,1,AP->STA1,62799,968,0.491054
62900,1,AP->STA1,62901,968,0.491061
63000,1,AP->STA1,63001,968,0.491082
63100,1,AP->STA1,63100,968,0.491088
63200,1,AP->STA1,63200,968,0.491109
63300,1,AP->STA1,63300,968,0.491115
63400,1,AP->STA1,63400,968,0.49112
63500,1,AP->STA1,63501,968,0.491142
63600,1,AP->STA1,63602,968,0.491148
63700,1,AP->STA1,63699,968,0.491168
63800,1,AP->STA1,63800,968,0.491174
63900,1,AP->STA1,63902,968,0.491195
64000,1,AP->STA1,64000,968,0.491201
64100,1,AP->STA1,64099,968,0.491206
64200,1,AP->STA1,64202,968,0.491227
64300,1,AP->STA1,64301,968,0.491232
64400,1,AP->STA1,64400,968,0.491253
64500,1,AP->STA1,64500,968,0.491258
64600,1,AP->STA1,64600,968,0.491264
64700,1,AP->STA1,64700,968,0.491284
64800,1,AP->STA1,64801,968,0.49129
64900,1,AP->STA1,64902,968,0.49131
65000,1,AP->STA1,64999,968,0.491315
65100,1,AP->STA1,65100,968,0.491336
65200,1,AP->STA1,65202,968,0.491341
65300,1,AP->STA1,65300,968,0.491346
65400,1,AP->STA1,65398,968,0.491366
65500,1,AP->STA1,65501,968,0.491372
65600,1,AP->STA1,65600,968,0.491392
65700,1,AP->STA1,65699,968,0.491396
65800,1,AP->STA1,65799,968,0.491401
65900,1,AP->STA1,65898,968,0.491421
66000,1,AP->STA1,65998,968,0.491426
66100,1,AP->STA1,66099,968,0.491446
66200,1,AP->STA1,66199,968,0.491451
66300,1,AP->STA1,66300,968,0.491471
66400,1,AP->STA1,66402,968,0.491477
66500,1,AP->STA1,66499,968,0.491481
66600,1,AP->STA1,66601,968,0.491501
66700,1,AP->STA1,66698,968,0.491505
66800,1,AP->STA1,66801,968,0.491525
66900,1,AP->STA1,66899,968,0.49153
67000,1,AP->STA1,67002,968,0.491535
67100,1,AP->STA1,67101,968,0.491554
67200,1,AP->STA1,67200,968,0.491559
67300,1,AP->STA1,67300,968,0.491578
67400,1,AP->STA1,67400,968,0.491583
67500,1,AP->STA1,67500,968,0.491587
67600,1,AP->STA1,67600,968,0.491607
67700,1,AP->STA1,67701,968,0.491611
67800,1,AP->STA1,67802,968,0.491631
67900,1,AP->STA1,67898,968,0.491635
68000,1,AP->STA1,68000,968,0.491654
68100,1,AP->STA1,68102,968,0.491659
68200,1,AP->STA1,68199,968,0.491663
68300,1,AP->STA1,68302,968,0.491682
68400,1,AP->STA1,68400,968,0.491686
68500,1,AP->STA1,68498,968,0.491705
68600,1,AP->STA1,68602,968,0.49171
68700,1,AP->STA1,68701,968,0.491714
68800,1,AP->STA1,68800,968,0.491733
68900,1,AP->STA1,68899,968,0.491737
69000,1,AP->STA1,68999,968,0.491756
69100,1,AP->STA1,69099,968,0.49176
69200,1,AP->STA1,69200,968,0.491779
69300,1,AP->STA1,69301,968,0.491783
69400,1,AP->STA1,69402,968,0.491787
69500,1,AP->STA1,69503,968,0.491806
69600,1,AP->STA1,69600,968,0.49181
69700,1,AP->STA1,69701,968,0.491828
69800,1,AP->STA1,69799,968,0.491832
69900,1,AP->STA1,69901,968,0.491836
70000,1,AP->STA1,69999,968,0.491854
70100,1,AP->STA1,70102,968,0.491859
70200,1,AP->STA1,70201,968,0.491877
70300,1,AP->STA1,70299,968,0.491881
70400,1,AP->STA1,70398,968,0.491899
70500,1,AP->STA1,70502,968,0.491903
70600,1,AP->STA1,70602,968,0.491907
70700,1,AP->STA1,70702,968,0.491925
70800,1,AP->STA1,70802,968,0.491929
70900,1,AP->STA1,70902,968,0.491947
71000,1,AP->STA1,70998,968,0.49195
71100,1,AP->STA1,71099,968,0.491954
71200,1,AP->STA1,71200,968,0.491972
71300,1,AP->STA1,71302,968,0.491976
71400,1,AP->STA1,71398,968,0.491993
71500,1,AP->STA1,71501,968,0.491998
71600,1,AP->STA1,71603,968,0.492002
71700,1,AP->STA1,71701,968,0.492019
71800,1,AP->STA1,71798,968,0.492022
71900,1,AP->STA1,71902,968,0.49204
72000,1,AP->STA1,72000,968,0.492044
72100,1,AP->STA1,72099,968,0.492061
72200,1,AP->STA1,72203,968,0.492065
72300,1,AP->STA1,72302,968,0.492069
72400,1,AP->STA1,72401,968,0.492086
72500,1,AP->STA1,72501,968,0.49209
72600,1,AP->STA1,72601,968,0.492107
72700,1,AP->STA1,72701,968,0.49211
72800,1,AP->STA1,72802,968,0.492114
72900,1,AP->STA1,72903,968,0.492131
73000,1,AP->STA1,72999,968,0.492134
73100,1,AP->STA1,73100,968,0.492152
73200,1,AP->STA1,73202,968,0.492155
73300,1,AP->STA1,73298,968,0.492172
73400,1,AP->STA1,73400,968,0.492176
73500,1,AP->STA1,73503,968,0.492179
73600,1,AP->STA1,73600,968,0.492196
73700,1,AP->STA1,73698,968,0.492199
73800,1,AP->STA1,73801,968,0.492216
73900,1,AP->STA1,73899,968,0.492219
74000,1,AP->STA1,73998,968,0.492222
74100,1,AP->STA1,74102,968,0.49224
74200,1,AP->STA1,74201,968,0.492243
74300,1,AP->STA1,74300,968,0.492259
74400,1,AP->STA1,74400,968,0.492263
74500,1,AP->STA1,74499,968,0.492279
74600,1,AP->STA1,74600,968,0.492282
74700,1,AP->STA1,74700,968,0.492286
74800,1,AP->STA1,74800,968,0.492302
74900,1,AP->STA1,74901,968,0.492306
75000,1,AP->STA1,75002,968,0.492322
75100,1,AP->STA1,75098,968,0.492325
75200,1,AP->STA1,75200,968,0.492328
75300,1,AP->STA1,75302,968,0.492345
75400,1,AP->STA1,75398,968,0.492347
75500,1,AP->STA1,75501,968,0.492364
75600,1,AP->STA1,75598,968,0.492367
75700,1,AP->STA1,75701,968,0.49237
75800,1,AP->STA1,75798,968,0.492386
75900,1,AP->STA1,75902,968,0.492389
76000,1,AP->STA1,76000,968,0.492405
76100,1,AP->STA1,76098,968,0.492408
76200,1,AP->STA1,76203,968,0.492425
76300,1,AP->STA1,76301,968,0.492428
76400,1,AP->STA1,76401,968,0.49243
76500,1,AP->STA1,76500,968,0.492446
76600,1,AP->STA1,76600,968,0.492449
76700,1,AP->STA1,76699,968,0.492465
76800,1,AP->STA1,76800,968,0.492468
76900,1,AP->STA1,76900,968,0.492471
77000,1,AP->STA1,77001,968,0.492487
77100,1,AP->STA1,77102,968,0.49249
77200,1,AP->STA1,77203,968,0.492506
77300,1,AP->STA1,77298,968,0.492508
77400,1,AP->STA1,77400,968,0.492524
77500,1,AP->STA1,77502,968,0.492527
77600,1,AP->STA1,77598,968,0.492529
77700,1,AP->STA1,77701,968,0.492545
77800,1,AP->STA1,77803,968,0.492548
77900,1,AP->STA1,77900,968,0.492563
78000,1,AP->STA1,77998,968,0.492565
78100,1,AP->STA1,78101,968,0.492569
78200,1,AP->STA1,78199,968,0.492584
78300,1,AP->STA1,78303,968,0.492587
78400,1,AP->STA1,78401,968,0.492602
78500,1,AP->STA1,78500,968,0.492605
78600,1,AP->STA1,78598,968,0.49262
78700,1,AP->STA1,78703,968,0.492623
78800,1,AP->STA1,78803,968,0.492626
78900,1,AP->STA1,78902,968,0.492641
79000,1,AP->STA1,79002,968,0.492643
79100,1,AP->STA1,79102,968,0.492659
79200,1,AP->STA1,79202,968,0.492661
79300,1,AP->STA1,79303,968,0.492664
79400,1,AP->STA1,79403,968,0.492679
79500,1,AP->STA1,79498,968,0.492681
79600,1,AP->STA1,79599,968,0.492696
79700,1,AP->STA1,79701,968,0.492699
79800,1,AP->STA1,79803,968,0.492701
79900,1,AP->STA1,79898,968,0.492716
80000,1,AP->STA1,80000,968,0.492718
80100,1,AP->STA1,80103,968,0.492734
80200,1,AP->STA1,80199,968,0.492736
80300,1,AP->STA1,80302,968,0.492751
80400,1,AP->STA1,80399,968,0.492753
80500,1,AP->STA1,80503,968,0.492756
80600,1,AP->STA1,80600,968,0.49277
80700,1,AP->STA1,80698,968,0.492772
80800,1,AP->STA1,80802,968,0.492787
80900,1,AP->STA1,80900,968,0.492789
81000,1,AP->STA1,80998,968,0.492792
81100,1,AP->STA1,81104,968,0.492807
81200,1,AP->STA1,81202,968,0.492809
81300,1,AP->STA1,81301,968,0.492823
81400,1,AP->STA1,81401,968,0.492826
81500,1,AP->STA1,81500,968,0.49284
81600,1,AP->STA1,81600,968,0.492842
81700,1,AP->STA1,81700,968,0.492844
81800,1,AP->STA1,81800,968,0.492859
81900,1,AP->STA1,81901,968,0.492861
82000,1,AP->STA1,82001,968,0.492876
82100,1,AP->STA1,82102,968,0.492878
82200,1,AP->STA1,82204,968,0.49288
82300,1,AP->STA1,82298,968,0.492894
82400,1,AP->STA1,82400,968,0.492896
82500,1,AP->STA1,82502,968,0.492911
82600,1,AP->STA1,82597,968,0.492912
82700,1,AP->STA1,82700,968,0.492927
82800,1,AP->STA1,82803,968,0.492929
82900,1,AP->STA1,82899,968,0.492931
83000,1,AP->STA1,83002,968,0.492946
83100,1,AP->STA1,83098,968,0.492947
83200,1,AP->STA1,83202,968,0.492962
83300,1,AP->STA1,83299,968,0.492963
83400,1,AP->STA1,83403,968,0.492966
83500,1,AP->STA1,83501,968,0.49298
83600,1,AP->STA1,83599,968,0.492981
83700,1,AP->STA1,83704,968,0.492996
83800,1,AP->STA1,83802,968,0.492998
83900,1,AP->STA1,83900,968,0.493011
84000,1,AP->STA1,83999,968,0.493013
84100,1,AP->STA1,84098,968,0.493015
84200,1,AP->STA1,84204,968,0.49303
84300,1,AP->STA1,84303,968,0.493032
84400,1,AP->STA1,84403,968,0.493045
84500,1,AP->STA1,84503,968,0.493047
84600,1,AP->STA1,84603,968,0.493049
84700,1,AP->STA1,84703,968,0.493063
84800,1,AP->STA1,84804,968,0.493065
84900,1,AP->STA1,84897,968,0.493078
85000,1,AP->STA1,84998,968,0.49308
85100,1,AP->STA1,85100,968,0.493082
85200,1,AP->STA1,85201,968,0.493095
85300,1,AP->STA1,85303,968,0.493098
85400,1,AP->STA1,85398,968,0.49311
85500,1,AP->STA1,85500,968,0.493113
85600,1,AP->STA1,85602,968,0.493126
85700,1,AP->STA1,85698,968,0.493127
85800,1,AP->STA1,85801,968,0.49313
85900,1,AP->STA1,85904,968,0.493144
86000,1,AP->STA1,86000,968,0.493145
86100,1,AP->STA1,86103,968,0.493159
86200,1,AP->STA1,86200,968,0.49316
86300,1,AP->STA1,86304,968,0.493162
86400,1,AP->STA1,86401,968,0.493175
86500,1,AP->STA1,86498,968,0.493176
86600,1,AP->STA1,86603,968,0.49319
86700,1,AP->STA1,86701,968,0.493192
86800,1,AP->STA1,86799,968,0.493205
86900,1,AP->STA1,86904,968,0.493207
87000,1,AP->STA1,87002,968,0.493209
87100,1,AP->STA1,87101,968,0.493222
87200,1,AP->STA1,87200,968,0.493223
87300,1,AP->STA1,87299,968,0.493236
87400,1,AP->STA1,87398,968,0.493238
87500,1,AP->STA1,87497,968,0.493239
87600,1,AP->STA1,87597,968,0.493252
87700,1,AP->STA1,87697,968,0.493254
87800,1,AP->STA1,87797,968,0.493267
87900,1,AP->STA1,87897,968,0.493268
88000,1,AP->STA1,87998,968,0.493281
88100,1,AP->STA1,88098,968,0.493283
88200,1,AP->STA1,88199,968,0.493285
88300,1,AP->STA1,88301,968,0.493298
88400,1,AP->STA1,88402,968,0.493299
88500,1,AP->STA1,88504,968,0.493313
88600,1,AP->STA1,88598,968,0.493313
88700,1,AP->STA1,88700,968,0.493315
88800,1,AP->STA1,88803,968,0.493328
88900,1,AP->STA1,88897,968,0.493329
89000,1,AP->STA1,89000,968,0.493342
89100,1,AP->STA1,89103,968,0.493344
89200,1,AP->STA1,89199,968,0.493356
89300,1,AP->STA1,89302,968,0.493358
89400,1,AP->STA1,89398,968,0.493359
89500,1,AP->STA1,89502,968,0.493372
89600,1,AP->STA1,89598,968,0.493373
89700,1,AP->STA1,89703,968,0.493386
89800,1,AP->STA1,89799,968,0.493387
89900,1,AP->STA1,89904,968,0.493389
90000,1,AP->STA1,90001,968,0.493401
90100,1,AP->STA1,90099,968,0.493402
90200,1,AP->STA1,90204,968,0.493416
90300,1,AP->STA1,90302,968,0.493417
90400,1,AP->STA1,90400,968,0.493418
90500,1,AP->STA1,90498,968,0.49343
90600,1,AP->STA1,90597,968,0.493431
90700,1,AP->STA1,90703,968,0.493444
90800,1,AP->STA1,90802,968,0.493446
90900,1,AP->STA1,90901,968,0.493458
91000,1,AP->STA1,91001,968,0.493459
91100,1,AP->STA1,91100,968,0.49346
91200,1,AP->STA1,91200,968,0.493473
91300,1,AP->STA1,91300,968,0.493474
91400,1,AP->STA1,91400,968,0.493486
91500,1,AP->STA1,91500,968,0.493488
91600,1,AP->STA1,91601,968,0.493489
91700,1,AP->STA1,91702,968,0.493501
91800,1,AP->STA1,91803,968,0.493503
91900,1,AP->STA1,91904,968,0.493515
92000,1,AP->STA1,91997,968,0.493515
92100,1,AP->STA1,92098,968,0.493528
92200,1,AP->STA1,92200,968,0.493529
92300,1,AP->STA1,92303,968,0.493531
92400,1,AP->STA1,92396,968,0.493542
92500,1,AP->STA1,92499,968,0.493543
92600,1,AP->STA1,92602,968,0.493556
92700,1,AP->STA1,92705,968,0.493557
92800,1,AP->STA1,92799,968,0.493558
92900,1,AP->STA1,92903,968,0.49357
93000,1,AP->STA1,92998,968,0.493571
93100,1,AP->STA1,93102,968,0.493583
93200,1,AP->STA1,93197,968,0.493584
93300,1,AP->STA1,93301,968,0.493585
93400,1,AP->STA1,93397,968,0.493597
93500,1,AP->STA1,93502,968,0.493599
93600,1,AP->STA1,93598,968,0.49361
93700,1,AP->STA1,93704,968,0.493612
93800,1,AP->STA1,93800,968,0.493623
93900,1,AP->STA1,93897,968,0.493624
94000,1,AP->STA1,94003,968,0.493626
94100,1,AP->STA1,94100,968,0.493637
94200,1,AP->STA1,94198,968,0.493638
94300,1,AP->STA1,94305,968,0.49365
94400,1,AP->STA1,94402,968,0.493651
94500,1,AP->STA1,94501,968,0.493652
94600,1,AP->STA1,94599,968,0.493663
94700,1,AP->STA1,94697,968,0.493664
94800,1,AP->STA1,94796,968,0.493676
94900,1,AP->STA1,94904,968,0.493678
95000,1,AP->STA1,95003,968,0.493689
95100,1,AP->STA1,95103,968,0.49369
95200,1,AP->STA1,95202,968,0.493691
95300,1,AP->STA1,95302,968,0.493703
95400,1,AP->STA1,95402,968,0.493704
95500,1,AP->STA1,95502,968,0.493715
95600,1,AP->STA1,95603,968,0.493716
95700,1,AP->STA1,95703,968,0.493717
95800,1,AP->STA1,95804,968,0.493729
95900,1,AP->STA1,95896,968,0.493729
96000,1,AP->STA1,95997,968,0.49374
96100,1,AP->STA1,96099,968,0.493741
96200,1,AP->STA1,96201,968,0.493753
96300,1,AP->STA1,96303,968,0.493754
96400,1,AP->STA1,96405,968,0.493755
96500,1,AP->STA1,96498,968,0.493766
96600,1,AP->STA1,96600,968,0.493767
96700,1,AP->STA1,96703,968,0.493779
96800,1,AP->STA1,96797,968,0.493779
96900,1,AP->STA1,96900,968,0.49378
97000,1,AP->STA1,97003,968,0.493792
97100,1,AP->STA1,97097,968,0.493792
97200,1,AP->STA1,97201,968,0.493804
97300,1,AP->STA1,97305,968,0.493805
97400,1,AP->STA1,97400,968,0.493815
97500,1,AP->STA1,97504,968,0.493817
97600,1,AP->STA1,97600,968,0.493817
97700,1,AP->STA1,97704,968,0.493829
97800,1,AP->STA1,97800,968,0.493829
97900,1,AP->STA1,97896,968,0.49384
98000,1,AP->STA1,98001,968,0.493841
98100,1,AP->STA1,98097,968,0.493842
98200,1,AP->STA1,98203,968,0.493853
98300,1,AP->STA1,98300,968,0.493854
98400,1,AP->STA1,98397,968,0.493864
98500,1,AP->STA1,98503,968,0.493866
98600,1,AP->STA1,98600,968,0.493866
98700,1,AP->STA1,98698,968,0.493877
98800,1,AP->STA1,98805,968,0.493879
98900,1,AP->STA1,98903,968,0.493889
99000,1,AP->STA1,99001,968,0.49389
99100,1,AP->STA1,99099,968,0.493901
99200,1,AP->STA1,99197,968,0.493901
99300,1,AP->STA1,99305,968,0.493903
99400,1,AP->STA1,99404,968,0.493914
99500,1,AP->STA1,99503,968,0.493914
99600,1,AP->STA1,99602,968,0.493925
99700,1,AP->STA1,99701,968,0.493926
99800,1,AP->STA1,99801,968,0.493926
99900,1,AP->STA1,99901,968,0.493937
100000,1,AP->STA1,100000,968,0.493938
